Services,Problématiques,Questions,Réponses,Suite Réponses
Aide à la mobilité,"J'ai signé ma convention et le site affiche ""en cours de versement""",Comment puis-je vérifier l'état de mon versement en ligne ?,"Bonjour, merci de votre message. Une fois votre convention signée et que l’aide est affichée comme “en cours de versement”, le délai de versement est d’une dizaine de jours.
 Bien cordialement, ^",
Aide à la mobilité,Demande en cours d'analyse,Combien de temps faut-il pour que ma demande d'aide à la mobilité soit analysée ?,"Bonjour, nous regrettons les difficultés que vous rencontrez et comprenons votre colère. La nouvelle aide mobilité rencontre en effet un grand succès, avec un fort impact sur les délais de traitement. Afin de vous aider au mieux, pourriez-vous nous communiquer votre nom, prénom, numéro de dossier, date de naissance et adresse mail ? 
Bien cordialement, ^",
Aide à la mobilité,Demande en cours d'analyse,Comment puis-je fournir les informations nécessaires pour aider au traitement de ma demande ?,"Bonjour, nous regrettons les difficultés que vous rencontrez et comprenons votre colère. La nouvelle aide mobilité rencontre en effet un grand succès, avec un fort impact sur les délais de traitement. Afin de vous aider au mieux, pourriez-vous nous communiquer votre nom, prénom, numéro de dossier, date de naissance et adresse mail ? 
Bien cordialement, ^",
Aide à la mobilité,Demande en cours d'analyse,Que faire si le délai de traitement de ma demande est plus long que prévu ?,"Bonjour, nous regrettons les difficultés que vous rencontrez et comprenons votre colère. La nouvelle aide mobilité rencontre en effet un grand succès, avec un fort impact sur les délais de traitement. Afin de vous aider au mieux, pourriez-vous nous communiquer votre nom, prénom, numéro de dossier, date de naissance et adresse mail ? 
Bien cordialement, ^",
Aide à la mobilité,"Un bug informatique a indiqué des informations inexactes sur ma candidature, je ne peut pas modifier ma demande, et le délai en faire une nouvelle est dépassé. ",Que puis-je faire si un bug informatique a introduit des informations inexactes dans ma candidature ?,"Bonjour, nous avons bien reçu votre message. Nous sommes désolées de cette erreur, malheureusement il n'est pas possible de réactiver une demande refusée. Pour vous permettre de faire une nouvelle demande, même hors délai, nous vous invitons à remplir le formulaire de réclamation suivant : https://www.actionlogement.fr/reclamation . Vous devriez recevoir un retour sous 5 jours ouvrés, qui vous indiquera la procédure nécessaire.Bien cordialement ^",
Aide à la mobilité,"Un bug informatique a indiqué des informations inexactes sur ma candidature, je ne peut pas modifier ma demande, et le délai en faire une nouvelle est dépassé. ",Est-il possible de réactiver une demande refusée à cause d'un bug informatique ?,"Bonjour, nous avons bien reçu votre message. Nous sommes désolées de cette erreur, malheureusement il n'est pas possible de réactiver une demande refusée. Pour vous permettre de faire une nouvelle demande, même hors délai, nous vous invitons à remplir le formulaire de réclamation suivant : https://www.actionlogement.fr/reclamation . Vous devriez recevoir un retour sous 5 jours ouvrés, qui vous indiquera la procédure nécessaire.Bien cordialement ^",
Aide à la mobilité,"Un bug informatique a indiqué des informations inexactes sur ma candidature, je ne peut pas modifier ma demande, et le délai en faire une nouvelle est dépassé. ",Comment puis-je faire une nouvelle demande d'aide à la mobilité hors délai ?,"Bonjour, nous avons bien reçu votre message. Nous sommes désolées de cette erreur, malheureusement il n'est pas possible de réactiver une demande refusée. Pour vous permettre de faire une nouvelle demande, même hors délai, nous vous invitons à remplir le formulaire de réclamation suivant : https://www.actionlogement.fr/reclamation . Vous devriez recevoir un retour sous 5 jours ouvrés, qui vous indiquera la procédure nécessaire.Bien cordialement ^",
Aide à la rénovation énergétique,Je n’arrive pas à saisir mon dossier en ligne car mon AMO n’a pas de compte et il n’y en a aucun autre sur le secteur ,Que faire si mon AMO n'a pas de compte pour saisir mon dossier en ligne ?,"Bonjour, afin de suivre votre dossier, votre AMO doit se créer un compte à partir de cette page : https://piv.actionlogement.fr/simulateur-energie
Vous disposez également d’une alternative en faisant appel à une société d’ingénierie disposant d’une compétence reconnue en matière thermique et d’assistance à maîtrise d’ouvrage labélisée Reconnu Garant de l'Environnement (RGE). Vous pourrez en trouver via www.faire.fr
Bien cordialement, ^",
Aide à la rénovation énergétique,Je n’arrive pas à saisir mon dossier en ligne car mon AMO n’a pas de compte et il n’y en a aucun autre sur le secteur ,Où mon AMO peut-il se créer un compte pour suivre mon dossier de rénovation énergétique ?,"Bonjour, afin de suivre votre dossier, votre AMO doit se créer un compte à partir de cette page : https://piv.actionlogement.fr/simulateur-energie
Vous disposez également d’une alternative en faisant appel à une société d’ingénierie disposant d’une compétence reconnue en matière thermique et d’assistance à maîtrise d’ouvrage labélisée Reconnu Garant de l'Environnement (RGE). Vous pourrez en trouver via www.faire.fr
Bien cordialement, ^",
Aide à la rénovation énergétique,Je n’arrive pas à saisir mon dossier en ligne car mon AMO n’a pas de compte et il n’y en a aucun autre sur le secteur ,Existe-t-il des alternatives si mon AMO ne peut pas créer de compte ?,"Bonjour, afin de suivre votre dossier, votre AMO doit se créer un compte à partir de cette page : https://piv.actionlogement.fr/simulateur-energie
Vous disposez également d’une alternative en faisant appel à une société d’ingénierie disposant d’une compétence reconnue en matière thermique et d’assistance à maîtrise d’ouvrage labélisée Reconnu Garant de l'Environnement (RGE). Vous pourrez en trouver via www.faire.fr
Bien cordialement, ^",
Aide à la rénovation énergétique, Attente,Combien de temps faut-il pour que mon dossier de rénovation énergétique soit validé ?,"Nous comprenons votre situation et vous informons que le nombre de dossiers enregistrés dans la plate-forme est particulièrement conséquent. La validation des dossiers complets se fait par date de complétude (intégralement saisis et pièces déposées valides). Nous vous invitons ainsi à patienter encore le temps que votre dossier soit étudié.  

Nous sommes bien conscients des difficultés que cela peut engendrer, que ce soit à votre niveau ou celui de l’entreprise de travaux et de votre AMO, et nous nous efforçons de pouvoir répondre à vos attentes dans les meilleurs délais.  
Nous vous invitons également à vous rapprocher des autres dispositifs existants, tels que https://www.economie.gouv.fr/particuliers/aides-renovation-energetique et consulter le réseau FAIRE via le lien suivant  https://www.faire.gouv.fr/ . Ces différents liens ne pourront pas vous renseigner sur l’aide Action Logement, cependant, ils pourront vous orienter vers d’autres aides afin de pouvoir réaliser vos travaux.
En nous excusant sincèrement pour la gêne occasionnée. Bien cordialement, ^",
Aide à la rénovation énergétique, Attente,Que faire si mon dossier de rénovation énergétique prend plus de temps que prévu à être traité ?,"Nous comprenons votre situation et vous informons que le nombre de dossiers enregistrés dans la plate-forme est particulièrement conséquent. La validation des dossiers complets se fait par date de complétude (intégralement saisis et pièces déposées valides). Nous vous invitons ainsi à patienter encore le temps que votre dossier soit étudié.  

Nous sommes bien conscients des difficultés que cela peut engendrer, que ce soit à votre niveau ou celui de l’entreprise de travaux et de votre AMO, et nous nous efforçons de pouvoir répondre à vos attentes dans les meilleurs délais.  
Nous vous invitons également à vous rapprocher des autres dispositifs existants, tels que https://www.economie.gouv.fr/particuliers/aides-renovation-energetique et consulter le réseau FAIRE via le lien suivant  https://www.faire.gouv.fr/ . Ces différents liens ne pourront pas vous renseigner sur l’aide Action Logement, cependant, ils pourront vous orienter vers d’autres aides afin de pouvoir réaliser vos travaux.
En nous excusant sincèrement pour la gêne occasionnée. Bien cordialement, ^",
Aide à la rénovation énergétique, Attente,Y a-t-il d'autres aides disponibles pour la rénovation énergétique si mon dossier prend trop de temps à être validé ?,"Nous comprenons votre situation et vous informons que le nombre de dossiers enregistrés dans la plate-forme est particulièrement conséquent. La validation des dossiers complets se fait par date de complétude (intégralement saisis et pièces déposées valides). Nous vous invitons ainsi à patienter encore le temps que votre dossier soit étudié.  

Nous sommes bien conscients des difficultés que cela peut engendrer, que ce soit à votre niveau ou celui de l’entreprise de travaux et de votre AMO, et nous nous efforçons de pouvoir répondre à vos attentes dans les meilleurs délais.  
Nous vous invitons également à vous rapprocher des autres dispositifs existants, tels que https://www.economie.gouv.fr/particuliers/aides-renovation-energetique et consulter le réseau FAIRE via le lien suivant  https://www.faire.gouv.fr/ . Ces différents liens ne pourront pas vous renseigner sur l’aide Action Logement, cependant, ils pourront vous orienter vers d’autres aides afin de pouvoir réaliser vos travaux.
En nous excusant sincèrement pour la gêne occasionnée. Bien cordialement, ^",
Général,Réclamation,Comment puis-je faire une réclamation concernant un problème rencontré ?,"Bonjour, nous avons bien reçu votre message. Nous vous invitons à faire une réclamation en suivant le lien : https://www.actionlogement.fr/reclamation. Bien cordialement,^",
Général,Réclamation,Où puis-je trouver le formulaire de réclamation en ligne ?,"Bonjour, nous avons bien reçu votre message. Nous vous invitons à faire une réclamation en suivant le lien : https://www.actionlogement.fr/reclamation. Bien cordialement,^",
Général,Réclamation,Quelle est la procédure à suivre après avoir soumis une réclamation ?,"Bonjour, nous avons bien reçu votre message. Nous vous invitons à faire une réclamation en suivant le lien : https://www.actionlogement.fr/reclamation. Bien cordialement,^",
Général,Problème mal expliqué,Message Problème mal expliqué,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous indiquer votre problématique s'il vous plaît ? En vous remerciant par avance. Bien cordialement, ^",
Général,Problématique complexe,Message Problème complexe,"Bonjour, nous avons bien reçu votre message. Malheureusement, sur ce canal de discussion, nous ne pouvons donner suite à votre demande pour des raisons de transparence et confidentialité. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 18h. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://actionlogement.fr/implantations 
Bien cordialement, ^",
Général,Capture d'écran problème,Message de capture d'ecran du problème,"Bonjour, nous avons bien reçu votre message. Pourriez-vous s'il vous plait nous transmettre une capture d'écran du problème que vous rencontrez ? En vous remerciant par avance et en nous excusant de la gêne occasionnée.
Bien cordialement, ^",
Général,Remontée effectuée,Message de Remontée effectuée,"Nous avons bien reçu votre message et vous remercions pour ces informations. Nous allons interroger le service concerné par votre problématique. Nous reviendrons vers vous dès que nous avons un retour. En nous excusant de la gêne occasionnée. Bien cordialement, ^",
Général,Pas de retour service,Message Pas de retour service,"Nous avons bien reçu votre message. Sur ce canal de discussion, nous ne disposons malheureusement pas de délais précis concernant un retour du service. Nous vous invitons à bien vouloir patienter et reviendrons vers vous dès que nous aurons une réponse. Bien cordialement, ^

Bonjour, non pas pour le moment. Comme expliqué, nous reviendrons vers vous dès réception d'une réponse. Bien cordialement, ^

Bonjour, non pas pour le moment. Nous allons transmettre une relance de votre problème et espérons obtenir une réponse rapidement. En nous excusant de la gêne occasionnée. Bien cordialement, ^",
Général,Retour service,Message Retour service,"Bonjour, nous venons d’avoir un retour du service. Ce dernier indique …",
Général,Fin de GRC heureuse,Message Fin de GRC heureuse,"Bonjour, nous avons bien reçu votre message et nous sommes ravis d’apprendre que votre demande a été réglée. N’hésitez pas à revenir vers nous si vous rencontrez un problème dans vos futures démarches.
Bien cordialement, ^",
Général,Aide refusée,Message Aide refusée,"Bonjour, nous avons bien reçu votre message. Malheureusement sur ce canal de discussion, pour des raisons de transparence et confidentialité, nous n'avons pas accès aux motifs de refus. Nous vous invitons à vous rendre sur le lien suivant afin de faire une réclamation : https://www.actionlogement.fr/reclamation ou à nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Bien cordialement, ^ ",
Général,Service social,Message Service social,"Bonjour, nous avons bien reçu votre message et sommes navrés de votre situation. Nous comprenons bien la difficulté de celle-ci et vous renvoyons vers le lien suivant où vous trouverez les informations concernant le service d'accompagnement social qui est gratuit et confidentiel : https://www.actionlogement.fr/le-cil-pass-assistancer-0.
Bien cordialement, ^
",
Général,Démarchage téléphonique,Message Démarchage téléphonique,"Bonjour, nous avons bien reçu votre message. Pour information, Action Logement ne fait pas de démarchage téléphonique. Si cela arrive une nouvelle fois il ne s'agit pas d'Action Logement et nous vous invitons à la plus grande prudence.
Bien cordialement, ^",
Général,Problème informatique,Message problème informatique,"Bonjour, nous avons bien reçu votre message. Il s'agit sûrement d'un problème technique. Nous allons nous informer auprès du service concerné et reviendrons vers vous dès que nous aurons plus d'informations. Merci de votre patience. Bien cordialement, ^",
Général,MESSAGE D'ATTENTE en cas d'indisponibilité de la plateforme,Message plateforme indisponible,"Bonjour, nous somme désolés de cette attente, la plateforme rencontre une forte affluence en un court laps de temps, ce qui peut allonger le temps de connexion. Elle sera accessible à tous dans les meilleurs délais.
Bien cordialement, ^",
Général,Demande de retrait de données personnelles RGPD,Message de retrait de données,"Bonjour, nous vous remercions pour votre message.  Afin de connaître notre politique de traitement des données personnelles, nous vous invitons à consulter cette page https://www.actionlogement.fr/donnees-personnelles . Vous trouverez sur cette même page le formulaire de demande d’exercice de vos droits, également accessible en cliquant ici : https://www.actionlogement.fr/sites/als/files/documents/pdf/formulaire_exercice_droits_donnees_personnelles.pdf. Ce dernier sera à adresser à notre DPO à l’adresse indiquée. 
Bien cordialement, ^",
